result,correction
-1,"ฝรั่ง,แส,กน,ดิ,เนเวีย,ฟรี,เซ๊กซ์,บ้าน,ฟรี,ได้เงิน,ติดมือ,ยุค,เสื่อม,ตัวอย่าง,เลียนแบบ,ลูกหลาน,คนมีเงิน,สนองความต้องการ,ตัวเอง,เกินไป,ลาม,ระดับ,ชนชั้นกลาง,เป็นตัว,เท,หลัก,สังคม,หดหาย,แบบนี้,มากขึ้น"
1,
-1,"แฟน,ช่วยเหลือ,ส่งเสริม,ัว,แบมือ,เงิน,พ่อแม่,อยู่แล้ว,เงิน,พ่อแม่,คนอื่น,ประสงค์,พ่อแม่,อน,ให้ได้,ตอน,ไม่มี,งอน,ใส่,น่าเกลียด,รุ้,สึก,ไม่เข้าใจ,แบมือ,พ่อแม่,แล้,วจะ,รุ้,สึก,กดดัน,ไม่งั้น,ตั้งกระทู้,ม่,เกี่ยว,ผู้ชาย,ผู้หญิง,ชาย,เลี้ยง,หญิง,หญิง,เลี้ยง,ชาย,เกี่ยว,ตัวเอง,ภาระ,พ่อแม่,แล้,วหา,คน,ทำตัว,ภา,ระมา,แฟน,แบบนี้,ไม่นาน,จม,ทั้งคู่,คบ,เพื่อน,แฟน,ไค,ตอน,ตอน,ไม่มี,ไม่พอใจ,ความเห็นแก่ตัว,สร้าง,ลำบากใจ,เกรงใจ,เค้า,คน,เกรงใจ,เกรงใจ,เงิน,พ่อแม่,้า,กลัว,เค้า,เลิก,มีเงิน,จุด,นึง,ไม่มี,เค้า,อยู่ดี,สรุป,รัก,ไค,รัก,ตัวเอง,ดูแล,ไค,ตัวเอง,แข็งแรง,ให้เงิน,แฟน,ตัวเอง,ทำงาน,หาเงิน,ให้ได้,อย่า,ลืม,พ่อแม่,เงิน,ทำงาน,หา,เงิน,พ่อแม่,คุ้มค่า"
-1,"เเฟน,มีเงิน,เอาไว้,เงิน,พ่อ,เเม่อยู่,อย่า,ภาระ,ตัวเอง"
-1,"ไม่ทำงาน,ยืม,บาท,ต่อให้,เพื่อน,ลำบาก,ไม่ได้,หาเงิน,ไม่รู้,ว่าการ,หาเงิน,ลำบาก"
-1,"เลิก,ด่วน,วัยเรียน,ไม่มี,รายได้,ทั้งคู่,เงิน,พ่อแม่,เงิน,พ่อแม่,ตัวเอง,แฟน,เรื่อง,งาน,เรื่อง,เงิน,อย่า,ดีกว่า"
-1,"เรียนจบ,ทำงาน,ไม่งั้น,กลายเป็น,หายนะ,ไม่มี,ความพร้อม"
1,"คบ,กะ,พี่,ยินดี,ทริป"
1,"เหมือน,แฟน,ผม,ชอบ,เงิน,ไม่มี,ทำท่า,เหมือน,ผม,คน,พัก,ผม,ปล่อย,ทำเป็น,สนใจ,ผม,สนใจ,อ่อน,ทำเป็น,อ้อน,กอด,สุดท้าย,ผม,เหมือนเดิม,ตอนที่,ตัง,ไม่มี,อด,ทั้งคู่,รัก,ดี,ถ้อยทีถ้อยอาศัย,พึ่งพา,เงิน,ผม,ลูก,โอน,เข้าบัญชี,ลูกหมด,ไม่กล้า,ตัง,ลูก,บังคับเอา,ผม,ข้อความ,กรกฎาคม,เวลา,1"
1,"เงิน,ความรัก,แน่นอน,เวลา,เลิก,ผู้ชาย,แบบนี้,ตัดพ้อ,เงิน,loser,ความรัก,อ้าง"
1,"นะคะ,ห้า,หก,ปีก่อน,ช่วงเวลา,ตกต่ำ,หยิบยืม,เงิน,แฟน,แฟน,ผู้หญิง,เหมือนกัน,เรียน,แล้วก็,เงิน,พ่อแม่,แฟน,แบ่ง,ให้เงิน,มหาลัย,รับงาน,ฟรีแลนซ์,เรียน,เงิน,ตกต่ำ,สุดท้าย,เรียนจบ,ตอนนี้,ทำงาน,มีเงิน,เดือน,บ้าน,ให้เงิน,ไปเที่ยว,เลี้ยงดู,บ้าน,เรื่อง,แบบนี้,ดู,ความจำเป็น,นะคะ,จำเป็นต้อง,พ่อ,แม่คุณ,แบ่ง,โดยที่,ไม่ต้อง,เงิน,พ่อแม่,เดิม,หลัก,เจตนา,ปอกลอก,ประเด็น,ไม่มี,ใช้แล้ว,งอน,น่าคิด,นะคะ,ไม่มี,ยาม,ไม่มี,ไม่เข้าใจ,พิจารณา,โชคดี,นะคะ"
1,"เรื่อง,วินิจฉัย,ไม่ได้,แฟน,เลือก,คบ,คน,พฤติกรรม,แฟน,แบบนี้,พิจารณา,คบ,ต่อไป,เดือด,ร้อนใน,โฟกัส,เรื่อง,เรียน,ตัว,รอด,ทำมาหากิน,เลี้ยง,ชีวิต,ตัวเอง,ดูแล,พ่อแม่,ให้ได้,เรื่อง,ปล,ริ,แฟน,วัย,ขนาด,นี้,การปิดกั้น,โอกาส,ดี,ชีวิต,โอกาส,เจอ,แฟน,ดี,คบ,เป็ฯ,เพื่อน,เวลา,พิจารณา,เต็มที่"
-1,"แบบนี้,เกินไป,รึเปล่า,แฟน,ไม่ได้,แต่งงาน,ซ้ำ,เรียน,ทั้งคู่,ไม่มี,รายได้,พ่อแม่,อยู่เลย,จ่าย,แยกกัน,ทานข้าว,ไปเที่ยว,แชร์,แบบนี้,เอาเปรียบ,ทำ,ข้อตกลง,แล้วหละ"
-1,"ตัวเรา,ผู้หญิง,ยอมให้,ผู้ชาย,เงิน,แล้วก็,โพสต์,ตั้งกระทู้,ทำ,ดี,น้า,ทำ,ดี,ติ๊ก,กๆๆ,คิดไม่ออก,โดน,เงิน,อีกแล้ว,ฉลาด,เนาะ,อารมณ์,แบ๊วๆ,ใส,ไม่รู้,เค้า,ทำ,ดี,อะ,ชีวิต,เงิน,หรอ,ทำ,ดี"
-1,"สม,ประโยชน์,พอใจ,ทั้งสองฝ่าย,เพ,ย์,ไม่ได้,ทำประโยชน์,สม,ประโยชน์,แยกย้าย"
-1,การศึกษา
-1,"โคตร,แฟน,เนี่ยะ,ต้องการ,ดูแล,มีเงิน,ดูแล"
-1,"โจทย์,นั่ง,หา,คำตอบ,โจทย์"
-1,"รัก,เค้า,ข้างเดียว,รู้สึก,ผูก,พันธ์,เงิน"
-1,"ผญ,กลัว,หา,ผัว,ไม่ได้,ลอง,ให้เงิน,สิ,ยังอยู่,ไหม"
1,"น้อง,ผม,เจอ,วิธี,หมุนเงิน,คบ,คน,ยืม,คน,นี้,เลี้ยง,คน,วน"
1,"ตั้งใจ,เรียน,ลูก,555555555"
0,"ข้อความ,กรกฎาคม,เวลา,1"
1,"ตอบ,หัว,กระทู้,กระทู้,แบ่ง,หัวข้อ,เรื่อง,เงิน,เรื่อง,ความรัก,แฟน,ไม่เกี่ยว,เรื่อง,เงิน,ให้ยืม,เงิน,ยืม,มีเหตุมีผล,คืน,ตามเวลา,เดือดร้อน,ที่จะ,ให้ยืม,ยืม,ไม่มีเหตุผล,เดือดร้อน,ไม่ได้,เรื่อง,ความรัก,อยู่แล้ว,มีความสุข,กระทู้,เรื่อง,เหล้า,ไม่ได้,รัก,เค้า,ไม่ต้อง,เค้า,ถอย,ออกมา,กรณี,กระทู้,นี้,เค้า,ยืม,ไม่มี,เดือดร้อน,ไม่ต้อง,ให้ยืม,ให้ยืม,เค้า,อ้างว่า,เค้า,รัก,เค้า,ไม่เกี่ยว,นิยาม,ความรัก,เค้า,เงิน,ผม,ความรัก,ดูแล,เค้า,รู้,เค้า,ยืม,เดือดร้อน,เค้า,นั้นแหละ,รัก,สู้,กำลังใจ"
1,"เงินเดือน,มีค่า,ผ่อน,รถ,โทรศัพท์,แม่,เงิน,เดือน,ยังมี,ประหยัด,ล่ะ,โชคดี,บริษัท,รถ,ประหยัด,กินข้าว,แคน,ทีน,จาน,ล่ะ,1,บาท,กิน,ขนม,กินเปล่า,แทน,กินข้าว,ตลาด,อาทิตย์,ล่ะ,ประหยัด,เกินไป"
1,"ค่า,ผ่อน,โทรศัพท์"
1,"เดิน,สายกลาง,เนอะ,ตึง,ไม่ดี,หย่อน,ไม่ดี"
1,"ซื้อ,ทอง,รูปแบบ,เงินสด,ค่า,เงิน,ลดลง,ก๋วยเตี๋ยว,ชา,มละ,บาท,ทอง,บาท,ก๋วยเตี๋ยว,ชา,มละ,บาท,ทอง,บาท,0"
1,"ที่พัก,น้ำ,ไฟ,อาหาร,มื้อ,บริษัท,จ่าย,เล่น"
1,"ที่พัก,ค่าน้ำ,ไฟ,อาหาร,บริษัท,จ่าย,ใช้ได้,แบ,ค่า,ของใช้,คสอ,ล่ะ,ข้อความ,กรกฎาคม,เวลา"
1,"ค่า,ผ่อน,โทรศัพท์"
1,"บางคน,กิน,กาแฟ,แก้ว,ร้อย,ชิวๆ,แถ,ใย,ัง,อวด,เฟส"
-1,กิน
-1,"เลิก,กิน,น้ำอัดลม,โค้ก,เป๊ปซี่,น้ำ,สี,พาเหรด,ขึ้นราคา,บาท,รัฐบาล,Spoil,คลิก,ดู,ข้อความ,ที่ซ่อน"
1,"กิน,เงินเดือน,เศรษฐกิจ,ดีไม่ดี,ไม่ดี,เกี่ยว,ดว้ย,เหรอ,หรือว่า,เงินเดือน,ถา,วะ,เศรษฐกิจ,ประ,หย้ด,ตัวเอง,เดือดร้อน,ทำ,อยู่แล้ว"
1,"ต้องหา,ซื้อ,ลดราคา,ขวด,ลิตร,ขวด,บาท"
-1,"ตามตรง,เศรษฐกิจ,แบบนี้,ควรจะ,ซื้อของ,ตอนนี้,แพง,เศรษฐกิจ,แย่,ดีกว่า,นี้,แพง,แน่นอน,เก็บเงิน,ไม่เอา,เงิน,ออกมา,หมุนเวียน,ตลาด,เศรษฐกิจ,แย่,ค่า,เงิน,ลดลง"
-1,"ออม,ประหยัด,งาน,กิน,เงินเดือน,ด็,ไม่มั่นคง,เสมอไป"
-1,"ตะลึง,สุ่ม,ตรวจ,ชา,นม,ไข่มุก,น้ำตาล,มาตรา,ฐาน,สารกันบูด,เพียบ,สารกันบูด,ยี่ห้อ,ผู้บริโภค"
1,"เศรษฐกิจ,แบบนี้,มีจำกัด,เงิน,มหาศาล,จำนวน,คน,ล้าน,เดือน,หลัก,ร้อย"
1,"ขอบคุณ,ประสบการณ์,ส่วนตัว,แชร์,เยี่ยม,ประหยัด,เดือน,นึง,ตังค์,เชียว,น้อง,แวะ,เที่ยว,เพิร์ธ,ไมค์,ผม,เป็นเจ้าภาพ,เลี้ยง,อาหาร,มื้อ,นึง,all,can,eat"
-1,"ไม่อาย,เจ๊ง,หุ้น,ใจเร็วด่วนได้,สุดท้าย,เข้าเนื้อ,โข,บทเรียน,แสน,แพง,หลังจากนั้น,ระมัดระวัง,การใช้งาน,เงิน"
1,55555
1,"ไม่ได้,ความต้องการ,แต่ละคน,เหมือนกัน,ความคิด,เหมือนกัน,เอาเป็นว่า,เท่าที่จำเป็น,ก็แล้วกัน,ไม่จำเป็น,ชีวิต,ไม่ต้อง,ซื้อ,หรึอ,จ่าย"
